ID	adj.P.Val	P.Value	F	GI	Gene.symbol	Gene.title	Gene.ID
ILMN_2701582	0.999988	8.78e-01	0.1310319	405778330	Cbs	cystathionine beta-synthase	12411
ILMN_2853658	0.999988	8.78e-01	0.131002	164698447	Pelo	pelota homolog (Drosophila)	105083
ILMN_2778094	0.999988	8.78e-01	0.1309945	118403309	Rassf7	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7	66985
ILMN_1234745	0.999988	8.78e-01	0.1309914	260764014	Cldn14	claudin 14	56173
ILMN_1245609	0.999988	8.78e-01	0.1309279	940373617	Sgpl1	sphingosine phosphate lyase 1	20397
ILMN_2588051	0.999988	8.78e-01	0.1308962	142378376	Tubb2b	tubulin, beta 2B class IIB	73710
ILMN_3144575	0.999988	8.78e-01	0.1308657	110735427	Itgb4	integrin beta 4	192897
ILMN_3163347	0.999988	8.78e-01	0.1307628	556695357	Mtus1	mitochondrial tumor suppressor 1	102103
ILMN_1248860	0.999988	8.78e-01	0.1307497	530678006	Dpm3	dolichyl-phosphate mannosyltransferase polypeptide 3	68563
ILMN_2925567	0.999988	8.78e-01	0.1306585	255760034	Nubp2	nucleotide binding protein 2	26426
ILMN_2972829	0.999988	8.78e-01	0.1306027	270309128	Psg23	pregnancy-specific glycoprotein 23	56868
ILMN_2812084	0.999988	8.78e-01	0.1305871	282395056	Rcbtb2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	105670
ILMN_2662192	0.999988	8.78e-01	0.1305766	118403331	Gramd3	GRAM domain containing 3	107022
ILMN_2908953	0.999988	8.78e-01	0.13055	229577049	Ccdc181	coiled-coil domain containing 181	74895
ILMN_2860281	0.999988	8.78e-01	0.1304898	NA			
ILMN_2908687	0.999988	8.78e-01	0.1304358	262072978	Rasgrp3	RAS, guanyl releasing protein 3	240168
ILMN_2679823	0.999988	8.78e-01	0.1303624	70887804	Vta1	vesicle (multivesicular body) trafficking 1	66201
ILMN_1215541	0.999988	8.78e-01	0.1303434	40789299	Sdr9c7	4short chain dehydrogenase/reductase family 9C, member 7	70061
ILMN_2758720	0.999988	8.78e-01	0.1301929	226958373	Sypl	synaptophysin-like protein	19027
ILMN_2668114	0.999988	8.79e-01	0.130028	544346119	Magoh	mago homolog, exon junction complex core component	17149
ILMN_1218310	0.999988	8.79e-01	0.129948	126273665	Piga	phosphatidylinositol glycan anchor biosynthesis, class A	18700
ILMN_3128784	0.999988	8.79e-01	0.1299021	124487192	Sap30l	SAP30-like	50724
ILMN_2631558	0.999988	8.79e-01	0.129764	142373033	Psmc6	proteasome (prosome, macropain) 26S subunit, ATPase, 6	67089
ILMN_1228970	0.999988	8.79e-01	0.1297623	170932553	Rhobtb2	Rho-related BTB domain containing 2	246710
ILMN_2857581	0.999988	8.79e-01	0.1296753	240120046	Rars2	arginyl-tRNA synthetase 2, mitochondrial	109093
ILMN_2617920	0.999988	8.79e-01	0.1296292	114520610	1110017D15Rik	RIKEN cDNA 1110017D15 gene	73721
ILMN_2674407	0.999988	8.79e-01	0.1296017	118130434	Arpp19	cAMP-regulated phosphoprotein 19	59046
ILMN_2655677	0.999988	8.79e-01	0.1293075	254540026	Mdh1	malate dehydrogenase 1, NAD (soluble)	17449
ILMN_2966386	0.999988	8.79e-01	0.1291368	31581584	Rcl1	RNA terminal phosphate cyclase-like 1	59028
ILMN_2879759	0.999988	8.79e-01	0.1291064	218505751	Tagap	T cell activation Rho GTPase activating protein	72536
ILMN_1215803	0.999988	8.80e-01	0.1288373	142365242	Slc38a4	solute carrier family 38, member 4	69354
ILMN_2438724	0.999988	8.80e-01	0.128804	237649114	Vsnl1	visinin-like 1	26950
ILMN_2952098	0.999988	8.80e-01	0.1287847	124286808	Snhg11	small nucleolar RNA host gene 11	319317
ILMN_2914938	0.999988	8.80e-01	0.1287082	261862270	F13a1	coagulation factor XIII, A1 subunit	74145
ILMN_2688416	0.999988	8.80e-01	0.1287039	238231410	Cd300lg	CD300 molecule like family member G	52685
ILMN_2787172	0.999988	8.80e-01	0.1286241	482677660	Tpm2	tropomyosin 2, beta	22004
ILMN_3074516	0.999988	8.80e-01	0.128467	19527371	Psmg2	proteasome (prosome, macropain) assembly chaperone 2	107047
ILMN_2503420	0.999988	8.80e-01	0.1283941	162287124	Zfp617	zinc finger protein 617	170938
ILMN_2761008	0.999988	8.80e-01	0.1283516	162329562	Caprin1	cell cycle associated protein 1	53872
ILMN_2944041	0.999988	8.80e-01	0.1282513	153792130	Pklr	pyruvate kinase liver and red blood cell	18770
ILMN_1228208	0.999988	8.80e-01	0.1282293	118130421	Smg9	smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans)	71997
ILMN_2647225	0.999988	8.80e-01	0.1280601	256985199	Cpsf4l	cleavage and polyadenylation specific factor 4-like	52670
ILMN_3009685	0.999988	8.81e-01	0.1277326	158711689	Ptprs	protein tyrosine phosphatase, receptor type, S	19280
ILMN_1236111	0.999988	8.81e-01	0.1274155	237681062	Fcrla	Fc receptor-like A	98752
ILMN_2837447	0.999988	8.81e-01	0.1272759	22165367	Sec14l4	SEC14-like lipid binding 4	103655
ILMN_1228850	0.999988	8.81e-01	0.1272149	90403610	Ccnl1	cyclin L1	56706
ILMN_2480638	0.999988	8.81e-01	0.1271555	224994262	Trpt1	tRNA phosphotransferase 1	107328
ILMN_2594344	0.999988	8.81e-01	0.1271379	56699422	Nedd4	neural precursor cell expressed, developmentally down-regulated 4	17999
ILMN_1229223	0.999988	8.81e-01	0.1271155	114145657	Rasl2-9	RAS-like, family 2, locus 9	19428
ILMN_3161543	0.999988	8.81e-01	0.1268838	142379783	Ikbke	inhibitor of kappaB kinase epsilon	56489
ILMN_2687602	0.999988	8.81e-01	0.1268489	254588027	Pou2f2	POU domain, class 2, transcription factor 2	18987
ILMN_2588572	0.999988	8.81e-01	0.1268139	86355517	Rab14	RAB14, member RAS oncogene family	68365
ILMN_1214793	0.999988	8.82e-01	0.1264782	141802424	Commd5	COMM domain containing 5	66398
ILMN_2988143	0.999988	8.82e-01	0.1264334	142372376	Plac8	placenta-specific 8	231507
ILMN_2773330	0.999988	8.82e-01	0.1263805	227430321	Casq1	calsequestrin 1	12372
ILMN_2938154	0.999988	8.82e-01	0.1263706	429836852	Sgca	sarcoglycan, alpha (dystrophin-associated glycoprotein)	20391
ILMN_2635631	0.999988	8.82e-01	0.1263503	141801980	Sema3f	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	20350
ILMN_2699531	0.999988	8.82e-01	0.1262701	142388581	Rgs10	regulator of G-protein signalling 10	67865
ILMN_3161066	0.999988	8.82e-01	0.126251	118130759	Rnf5	ring finger protein 5	54197
ILMN_2750356	0.999988	8.82e-01	0.1261255	256017132	Ripk3	receptor-interacting serine-threonine kinase 3	56532
ILMN_1233402	0.999988	8.82e-01	0.1260391	124378013	Syt11	synaptotagmin XI	229521
ILMN_2838492	0.999988	8.82e-01	0.1259851	118130655	Styx	serine/threonine/tyrosine interaction protein	56291
ILMN_3082864	0.999988	8.82e-01	0.1258769	331999971	Nectin3	nectin cell adhesion molecule 3	58998
ILMN_2838199	0.999988	8.82e-01	0.1257569	142352443	Dcps	decapping enzyme, scavenger	69305
ILMN_2485900	0.999988	8.82e-01	0.125727	555290087	Ash2l	ash2 (absent, small, or homeotic)-like (Drosophila)	23808
ILMN_1250531	0.999988	8.82e-01	0.125565	451172078	Slc19a2	solute carrier family 19 (thiamine transporter), member 2	116914
ILMN_1218242	0.999988	8.83e-01	0.1255032	228480272	Nectin2	nectin cell adhesion molecule 2	19294
ILMN_2996667	0.999988	8.83e-01	0.1254555	146198778	Isg20l2	interferon stimulated exonuclease gene 20-like 2	229504
ILMN_3019002	0.999988	8.83e-01	0.1254398	545746415	Srsf10	serine/arginine-rich splicing factor 10	14105
ILMN_2844996	0.999988	8.83e-01	0.1252757	256000812	Actn1	actinin, alpha 1	109711
ILMN_2778555	0.999988	8.83e-01	0.1252338	139947886	Proca1	protein interacting with cyclin A1	216974
ILMN_2953807	0.999988	8.83e-01	0.1251413	124486864	Mup6	major urinary protein 6	620807
ILMN_1229827	0.999988	8.83e-01	0.1250734	575771768	St7	suppression of tumorigenicity 7	64213
ILMN_2942930	0.999988	8.83e-01	0.1249924	26892296	Cdk20	cyclin-dependent kinase 20	105278
ILMN_2681601	0.999988	8.83e-01	0.124981	312596930	Slc44a2	solute carrier family 44, member 2	68682
ILMN_3158341	0.999988	8.83e-01	0.1249545	123173783	Usp6nl	USP6 N-terminal like	98910
ILMN_2588249	0.999988	8.83e-01	0.1249276	157041251	Plin4	perilipin 4	57435
ILMN_2635229	0.999988	8.83e-01	0.1248962	239787899	Thbs2	thrombospondin 2	21826
ILMN_2439813	0.999988	8.83e-01	0.1248511	166999367	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10	72472
ILMN_3066763	0.999988	8.83e-01	0.1246998	87252732	Arl4a	ADP-ribosylation factor-like 4A	11861
ILMN_2634389	0.999988	8.83e-01	0.1246972	236465684	Nr5a2	nuclear receptor subfamily 5, group A, member 2	26424
ILMN_2716783	0.999988	8.83e-01	0.1245545	NA			
ILMN_2911248	0.999988	8.83e-01	0.1245362	118130923	Plcb4	phospholipase C, beta 4	18798
ILMN_1249417	0.999988	8.84e-01	0.1244035	118130583	Pdrg1	p53 and DNA damage regulated 1	68559
ILMN_2622671	0.999988	8.84e-01	0.1242477	694879457	Acsl1	acyl-CoA synthetase long-chain family member 1	14081
ILMN_1251065	0.999988	8.84e-01	0.1241371	555290054	Fuom	fucose mutarotase	69064
ILMN_2800297	0.999988	8.84e-01	0.1240265	8394238	Sart3	squamous cell carcinoma antigen recognized by T cells 3	53890
ILMN_2719908	0.999988	8.84e-01	0.1239562	118130572	Cyp2j9	cytochrome P450, family 2, subfamily j, polypeptide 9	74519
ILMN_1235050	0.999988	8.84e-01	0.1239099	293651564	Idh3b	isocitrate dehydrogenase 3 (NAD+) beta	170718
ILMN_2526954	0.999988	8.84e-01	0.123801	142376921	Lrrc52	leucine rich repeat containing 52	240899
ILMN_1222333	0.999988	8.84e-01	0.1237491	118026924	Slc2a4	solute carrier family 2 (facilitated glucose transporter), member 4	20528
ILMN_2620435	0.999988	8.84e-01	0.1236012	172072612	Ctps	cytidine 5'-triphosphate synthase	51797
ILMN_2738242	0.999988	8.84e-01	0.1235281	255958307	Pex3	peroxisomal biogenesis factor 3	56535
ILMN_3155380	0.999988	8.84e-01	0.1234509	142370730	Cycs	cytochrome c, somatic	13063
ILMN_2752933	0.999988	8.84e-01	0.1234295	551410706	Tec	tec protein tyrosine kinase	21682
ILMN_1250709	0.999988	8.84e-01	0.1234008	111074525	Mien1	migration and invasion enhancer 1	103742
ILMN_2894497	0.999988	8.84e-01	0.1232983	50263039	Rfc2	replication factor C (activator 1) 2	19718
ILMN_2606180	0.999988	8.84e-01	0.123295	225690613	Acot7	acyl-CoA thioesterase 7	70025
ILMN_1215859	0.999988	8.84e-01	0.1232692	93102380	Serpina1b	serine (or cysteine) preptidase inhibitor, clade A, member 1B	20701
ILMN_2850077	0.999988	8.85e-01	0.1232274	21735490	Adh1	alcohol dehydrogenase 1 (class I)	11522
ILMN_2440530	0.999988	8.85e-01	0.1231025	142364129	Vat1	vesicle amine transport 1	26949
ILMN_2717127	0.999988	8.85e-01	0.1231012	153945885	Ddx58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	230073
ILMN_1234604	0.999988	8.85e-01	0.1229452	33859731	Tti1	TELO2 interacting protein 1	75425
ILMN_2892292	0.999988	8.85e-01	0.1229447	359427499	Alg9	asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase)	102580
ILMN_2907721	0.999988	8.85e-01	0.1228989	146149098	Tmem17	transmembrane protein 17	103765
ILMN_1221168	0.999988	8.85e-01	0.1228092	NA			
ILMN_3143633	0.999988	8.85e-01	0.1227702	NA			
ILMN_2796557	0.999988	8.85e-01	0.1227591	146134916	Rwdd1	RWD domain containing 1	66521
ILMN_1229716	0.999988	8.85e-01	0.1227525	85362707	2310036O22Rik	RIKEN cDNA 2310036O22 gene	68544
ILMN_2941677	0.999988	8.85e-01	0.1226864	46195797	Ddost	dolichyl-di-phosphooligosaccharide-protein glycotransferase	13200
ILMN_2850391	0.999988	8.85e-01	0.1226208	227330546	Meis2	Meis homeobox 2	17536
ILMN_2517060	0.999988	8.85e-01	0.1225382	225543078	Tmem64	transmembrane protein 64	100201
ILMN_2669128	0.999988	8.85e-01	0.1225161	357197164	Slc30a6	solute carrier family 30 (zinc transporter), member 6	210148
ILMN_1258620	0.999988	8.85e-01	0.1224936	57528446	Mtmr1	myotubularin related protein 1	53332
ILMN_2934532	0.999988	8.85e-01	0.1224768	359718919	Prpf19	pre-mRNA processing factor 19	28000
ILMN_2614548	0.999988	8.85e-01	0.1224508	22507334	Slco4a1	solute carrier organic anion transporter family, member 4a1	108115
ILMN_2700059	0.999988	8.85e-01	0.1224299	206597463	Slc12a2	solute carrier family 12, member 2	20496
ILMN_2884646	0.999988	8.85e-01	0.122219	158508593	Parl	presenilin associated, rhomboid-like	381038
ILMN_2741236	0.999988	8.85e-01	0.1222102	NA			
ILMN_1215903	0.999988	8.85e-01	0.1221647	118131012	Ap1s1	adaptor protein complex AP-1, sigma 1	11769
ILMN_1236610	0.999988	8.86e-01	0.1219802	260436972	Socs6	suppressor of cytokine signaling 6	54607
ILMN_2826161	0.999988	8.86e-01	0.1216359	227330587	Taf12	TATA-box binding protein associated factor 12	66464
ILMN_2611821	0.999988	8.86e-01	0.1215769	146134357	Ppp2ca	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	19052
ILMN_2755140	0.999988	8.86e-01	0.1215646	485464607	Rad51d	RAD51 paralog D	19364
ILMN_2589838	0.999988	8.86e-01	0.1215391	146134949	Kctd20	potassium channel tetramerisation domain containing 20	66989
ILMN_2693403	0.999988	8.86e-01	0.1214716	165932340	Cela1	chymotrypsin-like elastase family, member 1	109901
ILMN_2956095	0.999988	8.86e-01	0.1213114	282721086	Rassf4	Ras association (RalGDS/AF-6) domain family member 4	213391
ILMN_2788593	0.999988	8.86e-01	0.121024	161086987	Nos3	nitric oxide synthase 3, endothelial cell	18127
ILMN_2691680	0.999988	8.86e-01	0.1210113	164518936	Cyp4a14	cytochrome P450, family 4, subfamily a, polypeptide 14	13119
ILMN_1223358	0.999988	8.87e-01	0.1208043	NA			
ILMN_2756486	0.999988	8.87e-01	0.1207705	145966713	Aqp1	aquaporin 1	11826
ILMN_2732695	0.999988	8.87e-01	0.1206696	141802845	Rcan3	regulator of calcineurin 3	53902
ILMN_2970691	0.999988	8.87e-01	0.1206507	158508640	Ppie	peptidylprolyl isomerase E (cyclophilin E)	56031
ILMN_2419247	0.999988	8.87e-01	0.1205562	112799850	Trp53bp2	transformation related protein 53 binding protein 2	209456
ILMN_1215862	0.999988	8.87e-01	0.1204092	162287427	Cxcl9	chemokine (C-X-C motif) ligand 9	17329
ILMN_3142384	0.999988	8.87e-01	0.1204036	53729356	Gprasp1	G protein-coupled receptor associated sorting protein 1	67298
ILMN_2491202	0.999988	8.87e-01	0.1203268	257153364	Vnn3	vanin 3	26464
ILMN_2495753	0.999988	8.87e-01	0.1203221	665821258	Vgll2	vestigial like family member 2	215031
ILMN_2708303	0.999988	8.87e-01	0.120252	440309860	Actn3	actinin alpha 3	11474
ILMN_3004553	0.999988	8.87e-01	0.1199892	254553343	Pfkm	phosphofructokinase, muscle	18642
ILMN_2771034	0.999988	8.88e-01	0.1198483	113865978	Mfge8	milk fat globule-EGF factor 8 protein	17304
ILMN_2683620	0.999988	8.88e-01	0.119823	661250927	Preb	prolactin regulatory element binding	50907
ILMN_2737090	0.999988	8.88e-01	0.1198155	NA			
ILMN_2694687	0.999988	8.88e-01	0.1196031	226437624	Mypn	myopalladin	68802
ILMN_2604226	0.999988	8.88e-01	0.1195331	119226252	Sema5a	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	20356
ILMN_2781458	0.999988	8.88e-01	0.1194253	601984165	Tlcd1	TLC domain containing 1	68385
ILMN_2608016	0.999988	8.88e-01	0.1193825	324710985	Gclc	glutamate-cysteine ligase, catalytic subunit	14629
ILMN_2936671	0.999988	8.88e-01	0.1191189	31980887	Skap2	src family associated phosphoprotein 2	54353
ILMN_2454307	0.999988	8.88e-01	0.1190751	254281312	Ap3m1	adaptor-related protein complex 3, mu 1 subunit	55946
ILMN_3128019	0.999988	8.88e-01	0.1190226	119508442	Dnajc10	DnaJ heat shock protein family (Hsp40) member C10	66861
ILMN_2720334	0.999988	8.88e-01	0.1188472	146149184	Utp11l	UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast)	67205
ILMN_3162476	0.999988	8.88e-01	0.1188144	146134405	Sec61a1	Sec61 alpha 1 subunit (S. cerevisiae)	53421
ILMN_3132559	0.999988	8.88e-01	0.11877	211057395	Car5b	carbonic anhydrase 5b, mitochondrial	56078
ILMN_2763103	0.999988	8.88e-01	0.1187525	148238169	Arf6	ADP-ribosylation factor 6	11845
ILMN_2944870	0.999988	8.89e-01	0.1186614	167004025	Klhl5	kelch-like 5	71778
ILMN_2715585	0.999988	8.89e-01	0.1186058	922959936	Cyp20a1	cytochrome P450, family 20, subfamily a, polypeptide 1	77951
ILMN_1231371	0.999988	8.89e-01	0.1185218	40254323	Elof1	ELF1 homolog, elongation factor 1	66126
ILMN_2697615	0.999988	8.89e-01	0.1184643	255918151	Mapk12	mitogen-activated protein kinase 12	29857
ILMN_3115917	0.999988	8.89e-01	0.1183671	113680740	Hsd11b1	hydroxysteroid 11-beta dehydrogenase 1	15483
ILMN_2670230	0.999988	8.89e-01	0.1182587	194394225	Tbrg4	transforming growth factor beta regulated gene 4	21379
ILMN_2689784	0.999988	8.89e-01	0.1181462	226958672	Mcf2l	mcf.2 transforming sequence-like	17207
ILMN_1239921	0.999988	8.89e-01	0.1180354	294997254	Man1b1	mannosidase, alpha, class 1B, member 1	227619
ILMN_2726371	0.999988	8.89e-01	0.1178853	161621259	Nqo1	NAD(P)H dehydrogenase, quinone 1	18104
ILMN_1248222	0.999988	8.89e-01	0.1178392	253970476	Zbtb5	zinc finger and BTB domain containing 5	230119
ILMN_1257501	0.999988	8.89e-01	0.1178109	146149293	Gatb	glutamyl-tRNA(Gln) amidotransferase, subunit B	229487
ILMN_2698248	0.999988	8.89e-01	0.1177936	118131190	Gosr1	golgi SNAP receptor complex member 1	53334
ILMN_2785512	0.999988	8.89e-01	0.1177525	146198572	Inpp5f	inositol polyphosphate-5-phosphatase F	101490
ILMN_2965132	0.999988	8.89e-01	0.1177341	256665248	Tspyl3	TSPY-like 3	241732
ILMN_1253972	0.999988	8.89e-01	0.1176453	142380077	Irak3	interleukin-1 receptor-associated kinase 3	73914
ILMN_1221503	0.999988	8.90e-01	0.1174734	119672895	Ccnd1	cyclin D1	12443
ILMN_2802952	0.999988	8.90e-01	0.1173839	46195813	Ice2	interactor of little elongation complex ELL subunit 2	93697
ILMN_2665625	0.999988	8.90e-01	0.1173767	158508678	Fadd	Fas (TNFRSF6)-associated via death domain	14082
ILMN_2739364	0.999988	8.90e-01	0.1172602	270341334	Hacl1	2-hydroxyacyl-CoA lyase 1	56794
ILMN_2633457	0.999988	8.90e-01	0.1172288	269995974	Ldah	lipid droplet associated hydrolase	68832
ILMN_2998026	0.999988	8.90e-01	0.1170527	281371455	Slc12a9	solute carrier family 12 (potassium/chloride transporters), member 9	83704
ILMN_2962606	0.999988	8.90e-01	0.1169959	142369571	Psma5	proteasome (prosome, macropain) subunit, alpha type 5	26442
ILMN_2883147	0.999988	8.90e-01	0.1168393	22164791	Mrpl12	mitochondrial ribosomal protein L12	56282
ILMN_2728813	0.999988	8.90e-01	0.1167935	13184049	Aadac	arylacetamide deacetylase (esterase)	67758
ILMN_1218602	0.999988	8.90e-01	0.1167589	47271523	G6pc3	glucose 6 phosphatase, catalytic, 3	68401
ILMN_1221243	0.999988	8.90e-01	0.116745	133892620	Rhobtb3	Rho-related BTB domain containing 3	73296
ILMN_2836710	0.999988	8.90e-01	0.1167407	161353451	Cd151	CD151 antigen	12476
ILMN_1238520	0.999988	8.90e-01	0.1167385	840084675	Clk2	CDC-like kinase 2	12748
ILMN_2998548	0.999988	8.90e-01	0.1167098	255982556	Pycr2	pyrroline-5-carboxylate reductase family, member 2	69051
ILMN_1222733	0.999988	8.90e-01	0.1166951	226246560	Ptpn21	protein tyrosine phosphatase, non-receptor type 21	24000
ILMN_2917497	0.999988	8.90e-01	0.1166297	170172527	Fcgrt	Fc receptor, IgG, alpha chain transporter	14132
ILMN_1225544	0.999988	8.90e-01	0.1165482	312922383	Slc19a1	solute carrier family 19 (folate transporter), member 1	20509
ILMN_2616556	0.999988	8.90e-01	0.1164597	226958504	Ulk4	unc-51-like kinase 4	209012
ILMN_2667709	0.999988	8.91e-01	0.1164277	NA			
ILMN_2801798	0.999988	8.91e-01	0.1164053	268838947	Babam1	BRISC and BRCA1 A complex member 1	68251
ILMN_2849016	0.999988	8.91e-01	0.1162746	166197684	Slc47a1	solute carrier family 47, member 1	67473
ILMN_2788546	0.999988	8.91e-01	0.1161989	142388278	Coro1b	coronin, actin binding protein 1B	23789
ILMN_2429025	0.999988	8.91e-01	0.1161228	113374169	Wbp5	WW domain binding protein 5	22381
ILMN_2759749	0.999988	8.91e-01	0.1160953	270265916	Syap1	synapse associated protein 1	67043
ILMN_2676726	0.999988	8.91e-01	0.1160806	NA			
ILMN_2813186	0.999988	8.91e-01	0.1160694	158508446	Avpi1	arginine vasopressin-induced 1	69534
ILMN_2508410	0.999988	8.91e-01	0.1160618	295054229	Ubqln1	ubiquilin 1	56085
ILMN_1214054	0.999988	8.91e-01	0.1159869	50054240	Zdhhc7	zinc finger, DHHC domain containing 7	102193
ILMN_2610744	0.999988	8.91e-01	0.115916	118130182	Myl4	myosin, light polypeptide 4	17896
ILMN_2868482	0.999988	8.91e-01	0.115899	227495698	Nadk	NAD kinase	192185
ILMN_2759952	0.999988	8.91e-01	0.1157681	158937316	Mxra8	matrix-remodelling associated 8	74761
ILMN_2455501	0.999988	8.91e-01	0.1157132	164698505	Vps4b	vacuolar protein sorting 4B	20479
ILMN_2708811	0.999988	8.91e-01	0.1156048	41281923	Bre	brain and reproductive organ-expressed protein	107976
ILMN_2904137	0.999988	8.91e-01	0.1155511	937576196	Ambp	alpha 1 microglobulin/bikunin	11699
ILMN_2672767	0.999988	8.91e-01	0.1154215	18702319	Actn4	actinin alpha 4	60595
ILMN_1225570	0.999988	8.92e-01	0.1152852	93102381	Serpina1d	serine (or cysteine) peptidase inhibitor, clade A, member 1D	20703
ILMN_1233929	0.999988	8.92e-01	0.1152516	NA			
ILMN_2635895	0.999988	8.92e-01	0.1151068	304361731	Plscr2	phospholipid scramblase 2	18828
ILMN_2615879	0.999988	8.92e-01	0.1147053	9845245	Ctsf	cathepsin F	56464
ILMN_1221028	0.999988	8.92e-01	0.1146006	188035868	Herc3	hect domain and RLD 3	73998
ILMN_2753096	0.999988	8.92e-01	0.1145893	54020733	Zfand3	zinc finger, AN1-type domain 3	21769
ILMN_2654296	0.999988	8.92e-01	0.1144916	236466305	Rab10	RAB10, member RAS oncogene family	19325
ILMN_1253204	0.999988	8.92e-01	0.1144059	224922823	Hipk3	homeodomain interacting protein kinase 3	15259
ILMN_2630756	0.999988	8.92e-01	0.1143261	258679479	Aste1	asteroid homolog 1 (Drosophila)	66595
ILMN_2736875	0.999988	8.92e-01	0.1143047	112293263	Pdia3	protein disulfide isomerase associated 3	14827
ILMN_2943685	0.999988	8.92e-01	0.1142635	358001087	4833439L19Rik	RIKEN cDNA 4833439L19 gene	97820
ILMN_2788073	0.999988	8.92e-01	0.1141945	195947362	Hmox1	heme oxygenase 1	15368
ILMN_1247585	0.999988	8.93e-01	0.1140872	229577165	Ralgps2	Ral GEF with PH domain and SH3 binding motif 2	78255
ILMN_2984591	0.999988	8.93e-01	0.1140806	153791365	AA792892	expressed sequence AA792892	100554
ILMN_1257061	0.999988	8.93e-01	0.1139027	27754137	Med11	mediator complex subunit 11	66172
ILMN_1225723	0.999988	8.93e-01	0.1138223	NA			
ILMN_2522765	0.999988	8.93e-01	0.1138084	1001184369	Ints12	integrator complex subunit 12	71793
ILMN_1224128	0.999988	8.93e-01	0.113782	927028865	Nfe2l2	nuclear factor, erythroid derived 2, like 2	18024
ILMN_2964511	0.999988	8.93e-01	0.1137335	146141145	Pdcl3	phosducin-like 3	68833
ILMN_2756041	0.999988	8.93e-01	0.1134685	359751483	Pkm	pyruvate kinase, muscle	18746
ILMN_1260174	0.999988	8.93e-01	0.1134663	31982129	Pde6d	phosphodiesterase 6D, cGMP-specific, rod, delta	18582
ILMN_1242960	0.999988	8.93e-01	0.1134313	164664492	Lifr	leukemia inhibitory factor receptor	16880
ILMN_2727258	0.999988	8.93e-01	0.1134253	594191000	Mospd1	motile sperm domain containing 1	70380
ILMN_1219712	0.999988	8.93e-01	0.1133462	172072612	Ctps	cytidine 5'-triphosphate synthase	51797
ILMN_1229975	0.999988	8.93e-01	0.1132557	13384945	Ndufc1	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1	66377
ILMN_2704637	0.999988	8.93e-01	0.1132479	178557740	Mdfic	MyoD family inhibitor domain containing	16543
ILMN_2862619	0.999988	8.93e-01	0.1131202	145587103	Xrcc6	X-ray repair complementing defective repair in Chinese hamster cells 6	14375
ILMN_1251236	0.999988	8.93e-01	0.1130969	120407053	Fbxw8	F-box and WD-40 domain protein 8	231672
ILMN_2758198	0.999988	8.94e-01	0.1130371	158508518	Sord	sorbitol dehydrogenase	20322
ILMN_1237265	0.999988	8.94e-01	0.112889	290563139	Mrpl28	mitochondrial ribosomal protein L28	68611
ILMN_2601515	0.999988	8.94e-01	0.1128368	118130043	Bpnt1	bisphosphate 3'-nucleotidase 1	23827
ILMN_1217444	0.999988	8.94e-01	0.1127695	55741699	Ppp2r5e	protein phosphatase 2, regulatory subunit B', epsilon	26932
ILMN_2967576	0.999988	8.94e-01	0.1126527	226874886	Guk1	guanylate kinase 1	14923
ILMN_2727921	0.999988	8.94e-01	0.1125148	163838661	Tspo	translocator protein	12257
ILMN_3049650	0.999988	8.94e-01	0.1124603	170295854	Kcnk6	potassium inwardly-rectifying channel, subfamily K, member 6	52150
ILMN_2664556	0.999988	8.94e-01	0.112452	159032069	Kcnn1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	84036
ILMN_2476139	0.999988	8.94e-01	0.1124346	NA			
ILMN_2759079	0.999988	8.94e-01	0.1124343	545687091	Plpp1	phospholipid phosphatase 1	19012
ILMN_2742042	0.999988	8.94e-01	0.1123969	9790144	Nupr1	nuclear protein transcription regulator 1	56312
ILMN_2759954	0.999988	8.94e-01	0.1121409	85540464	Ppp1r2	protein phosphatase 1, regulatory (inhibitor) subunit 2	66849
ILMN_2969105	0.999988	8.94e-01	0.1120838	356991155	Mybpc1	myosin binding protein C, slow-type	109272
ILMN_2679390	0.999988	8.94e-01	0.1119854	90186271	Rbm12b2	RNA binding motif protein 12 B2	77604
ILMN_2594149	0.999988	8.94e-01	0.1119707	228008306	Sdhc	succinate dehydrogenase complex, subunit C, integral membrane protein	66052
ILMN_2757641	0.999988	8.95e-01	0.1119028	226958661	Efna5	ephrin A5	13640
ILMN_2594165	0.999988	8.95e-01	0.111845	256985169	Poc1a	POC1 centriolar protein A	70235
ILMN_2703321	0.999988	8.95e-01	0.1118279	390198549	Ankzf1	ankyrin repeat and zinc finger domain containing 1	52231
ILMN_2858173	0.999988	8.95e-01	0.1116618	657940869	Chtop	chromatin target of PRMT1	66511
