ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_2600043	0.87487	7.19e-01	-3.70e-01	-5.6637	-1.32e-02	226823239	Slc35a5	solute carrier family 35, member A5
ILMN_2766894	0.87487	7.19e-01	3.70e-01	-5.6637	2.49e-02	1045557957	Enpp6	ectonucleotide pyrophosphatase/phosphodiesterase 6
ILMN_2764651	0.87487	7.19e-01	-3.70e-01	-5.6637	-2.10e-02	253683483	Mt3	metallothionein 3
ILMN_1246123	0.87487	7.19e-01	3.70e-01	-5.6638	1.81e-02	255683371	Tbx18	T-box18
ILMN_2618696	0.87487	7.19e-01	-3.70e-01	-5.6638	-2.19e-02	356461006	Tmem106c	transmembrane protein 106C
ILMN_1237651	0.87487	7.19e-01	3.70e-01	-5.6638	4.27e-02	142368919	Ipp	IAP promoted placental gene
ILMN_2762326	0.87487	7.19e-01	3.70e-01	-5.6639	2.81e-02	21704181	Kif22	kinesin family member 22
ILMN_1260045	0.87487	7.19e-01	3.70e-01	-5.6639	2.49e-02	146135059	Crnkl1	Crn, crooked neck-like 1 (Drosophila)
ILMN_2883392	0.87487	7.19e-01	-3.70e-01	-5.6639	-1.39e-01	113930755	S100a11	S100 calcium binding protein A11
ILMN_1214700	0.87487	7.19e-01	3.70e-01	-5.664	1.60e-02	57863769	Nmnat2	nicotinamide nucleotide adenylyltransferase 2
ILMN_2752873	0.87487	7.19e-01	-3.70e-01	-5.664	-2.80e-02	226531118	Lgals9	lectin, galactose binding, soluble 9
ILMN_2470983	0.87487	7.20e-01	3.70e-01	-5.664	1.49e-02	959241418	Ttpa	tocopherol (alpha) transfer protein
ILMN_1249366	0.87487	7.20e-01	-3.69e-01	-5.664	-2.98e-02	929981608	Bcl2	B cell leukemia/lymphoma 2
ILMN_1250438	0.87487	7.20e-01	3.69e-01	-5.6641	2.51e-02	257467655	Marcksl1	MARCKS-like 1
ILMN_2645165	0.87487	7.20e-01	3.69e-01	-5.6641	6.29e-02	146141162	Micu2	mitochondrial calcium uptake 2
ILMN_3006931	0.87487	7.20e-01	3.69e-01	-5.6641	4.33e-02	594191000	Mospd1	motile sperm domain containing 1
ILMN_2659950	0.87487	7.20e-01	-3.69e-01	-5.6642	-1.82e-02	158854019	Echdc1	enoyl Coenzyme A hydratase domain containing 1
ILMN_1238995	0.87487	7.20e-01	-3.69e-01	-5.6642	-1.56e-02	NA		
ILMN_2698689	0.87487	7.20e-01	3.69e-01	-5.6642	2.29e-02	313103015	Herc4	hect domain and RLD 4
ILMN_2975779	0.87487	7.20e-01	-3.69e-01	-5.6643	-2.16e-02	NA		
ILMN_2595346	0.87487	7.20e-01	-3.69e-01	-5.6643	-2.28e-02	141801523	Mab21l2	mab-21-like 2 (C. elegans)
ILMN_1251018	0.87487	7.20e-01	3.69e-01	-5.6643	2.31e-02	259155303	Fxyd2	FXYD domain-containing ion transport regulator 2
ILMN_2612973	0.87487	7.20e-01	3.69e-01	-5.6643	1.29e-02	118130315	Sult1c2	sulfotransferase family, cytosolic, 1C, member 2
ILMN_2692078	0.87487	7.20e-01	3.69e-01	-5.6643	2.33e-02	244790005	Sgsm1	small G protein signaling modulator 1
ILMN_1241910	0.87487	7.20e-01	-3.69e-01	-5.6643	-6.78e-02	46049021	Psmd6	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6
ILMN_1249021	0.87515	7.20e-01	3.68e-01	-5.6645	3.65e-02	929981608	Bcl2	B cell leukemia/lymphoma 2
ILMN_2625920	0.87515	7.20e-01	-3.68e-01	-5.6645	-1.94e-01	227496727	Aoc3	amine oxidase, copper containing 3
ILMN_2763245	0.87515	7.21e-01	3.68e-01	-5.6645	6.85e-02	229577225	Cxcl1	chemokine (C-X-C motif) ligand 1
ILMN_2854263	0.87523	7.21e-01	3.68e-01	-5.6646	2.17e-02	142366423	Samd3	sterile alpha motif domain containing 3
ILMN_2928546	0.87523	7.21e-01	3.68e-01	-5.6646	1.89e-02	594190918	Frmpd4	FERM and PDZ domain containing 4
ILMN_2589219	0.87547	7.21e-01	3.67e-01	-5.6648	4.39e-02	312922371	Epb41l2	erythrocyte membrane protein band 4.1 like 2
ILMN_1227627	0.87547	7.21e-01	-3.67e-01	-5.6648	-1.58e-02	148747109	Rnf141	ring finger protein 141
ILMN_2718217	0.87552	7.21e-01	3.67e-01	-5.6648	4.15e-02	27754055	Tubb6	tubulin, beta 6 class V
ILMN_1236274	0.87571	7.21e-01	3.67e-01	-5.6649	2.48e-02	164518902	Vps26a	VPS26 retromer complex component A
ILMN_1213855	0.87572	7.22e-01	3.67e-01	-5.6651	4.30e-02	254553480	Extl2	exostoses (multiple)-like 2
ILMN_2620106	0.87572	7.22e-01	3.66e-01	-5.6652	1.72e-02	114155128	Dhcr24	24-dehydrocholesterol reductase
ILMN_2441921	0.87572	7.22e-01	-3.66e-01	-5.6652	-1.52e-02	329755354	Trim56	tripartite motif-containing 56
ILMN_2656645	0.87572	7.22e-01	-3.66e-01	-5.6652	-3.21e-02	142348252	Rell1	RELT-like 1
ILMN_2616709	0.87572	7.22e-01	-3.66e-01	-5.6652	-3.39e-02	114158671	Nisch	nischarin
ILMN_1245131	0.87572	7.22e-01	-3.66e-01	-5.6652	-2.24e-02	37574146	Zbtb39	zinc finger and BTB domain containing 39
ILMN_2612117	0.87572	7.22e-01	-3.66e-01	-5.6653	-1.91e-02	452881618	Agxt	alanine-glyoxylate aminotransferase
ILMN_1249407	0.87572	7.22e-01	3.66e-01	-5.6653	3.12e-02	364023816	Mrpl39	mitochondrial ribosomal protein L39
ILMN_1215021	0.87572	7.22e-01	3.66e-01	-5.6653	1.75e-02	312922380	Pde4d	phosphodiesterase 4D, cAMP specific
ILMN_3163148	0.87572	7.22e-01	-3.66e-01	-5.6653	-2.43e-02	548923830	Ddhd1	DDHD domain containing 1
ILMN_2660471	0.87572	7.22e-01	-3.66e-01	-5.6653	-2.08e-02	42544247	Dhcr7	7-dehydrocholesterol reductase
ILMN_2754435	0.87572	7.22e-01	3.66e-01	-5.6653	2.92e-02	556503373	Ldb2	LIM domain binding 2
ILMN_2658108	0.87572	7.22e-01	3.66e-01	-5.6653	1.37e-02	126432551	Dgke	diacylglycerol kinase, epsilon
ILMN_2741479	0.87573	7.22e-01	-3.66e-01	-5.6654	-1.70e-02	84579898	Rxra	retinoid X receptor alpha
ILMN_2682976	0.87596	7.22e-01	3.65e-01	-5.6655	1.90e-02	NA		
ILMN_1251248	0.87596	7.23e-01	-3.65e-01	-5.6655	-5.41e-02	448261599	Ebf2	early B cell factor 2
ILMN_2798694	0.87596	7.23e-01	-3.65e-01	-5.6655	-4.44e-02	229892330	Plekhf2	pleckstrin homology domain containing, family F (with FYVE domain) member 2
ILMN_3140335	0.87596	7.23e-01	-3.65e-01	-5.6656	-2.43e-02	282847361	Depdc5	DEP domain containing 5
ILMN_2956942	0.87597	7.23e-01	3.65e-01	-5.6656	9.19e-02	22324937	Prkcdbp	protein kinase C, delta binding protein
ILMN_2734097	0.87597	7.23e-01	-3.65e-01	-5.6656	-1.96e-02	327478436	Btc	betacellulin, epidermal growth factor family member
ILMN_2743155	0.87598	7.23e-01	3.65e-01	-5.6657	1.47e-02	269914117	Fam83h	family with sequence similarity 83, member H
ILMN_2811705	0.87598	7.23e-01	3.65e-01	-5.6657	3.42e-02	21703349	Fbxo18	F-box protein 18
ILMN_2982965	0.87598	7.23e-01	3.65e-01	-5.6657	2.06e-02	529250120	Prim2	DNA primase, p58 subunit
ILMN_2589325	0.87598	7.23e-01	-3.65e-01	-5.6657	-2.05e-02	88758586	Tcte3	t-complex-associated testis expressed 3
ILMN_2735429	0.87599	7.23e-01	-3.65e-01	-5.6658	-2.85e-02	22122698	Vopp1	vesicular, overexpressed in cancer, prosurvival protein 1
ILMN_2617478	0.87601	7.23e-01	3.65e-01	-5.6658	3.63e-02	594542557	Psip1	PC4 and SFRS1 interacting protein 1
ILMN_2761034	0.87601	7.23e-01	-3.64e-01	-5.6658	-1.87e-02	262263451	Pola1	polymerase (DNA directed), alpha 1
ILMN_2942011	0.87616	7.23e-01	3.64e-01	-5.6659	4.50e-02	823683846	Robo4	roundabout guidance receptor 4
ILMN_3090728	0.87616	7.23e-01	3.64e-01	-5.666	6.80e-02	255708454	Pkig	protein kinase inhibitor, gamma
ILMN_1241709	0.87628	7.24e-01	3.64e-01	-5.666	1.89e-02	555943864	Rgs3	regulator of G-protein signaling 3
ILMN_1249579	0.87646	7.24e-01	-3.64e-01	-5.6661	-1.60e-02	142344076	Top3a	topoisomerase (DNA) III alpha
ILMN_1220170	0.87648	7.24e-01	-3.63e-01	-5.6662	-2.96e-02	594542500	Tek	endothelial-specific receptor tyrosine kinase
ILMN_1253434	0.87648	7.24e-01	-3.63e-01	-5.6662	-1.96e-02	158966698	Zfp954	zinc finger protein 954
ILMN_2703079	0.87655	7.24e-01	-3.63e-01	-5.6663	-1.79e-02	133892646	Igdcc3	immunoglobulin superfamily, DCC subclass, member 3
ILMN_2502623	0.87655	7.24e-01	-3.63e-01	-5.6663	-1.80e-02	40254320	Zhx3	zinc fingers and homeoboxes 3
ILMN_2668436	0.87668	7.24e-01	3.63e-01	-5.6664	1.73e-02	449020135	Cenpk	centromere protein K
ILMN_2438678	0.87672	7.24e-01	3.63e-01	-5.6664	1.92e-02	255003763	Treml4	triggering receptor expressed on myeloid cells-like 4
ILMN_2511000	0.87694	7.25e-01	3.62e-01	-5.6665	1.38e-02	257196149	Zfp65	zinc finger protein 65
ILMN_2824760	0.87694	7.25e-01	3.62e-01	-5.6665	1.89e-02	142343868	Pin1rt1	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1, retrogene 1
ILMN_2687908	0.87695	7.25e-01	3.62e-01	-5.6666	1.57e-02	359427499	Alg9	asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase)
ILMN_3068231	0.87695	7.25e-01	-3.62e-01	-5.6666	-1.64e-02	226051831	Max	Max protein
ILMN_1245461	0.87701	7.25e-01	3.62e-01	-5.6667	1.85e-02	356640185	Pan2	PAN2 poly(A) specific ribonuclease subunit
ILMN_3141993	0.8771	7.25e-01	3.62e-01	-5.6667	4.85e-02	118442829	Zbtb33	zinc finger and BTB domain containing 33
ILMN_2685696	0.8771	7.25e-01	3.62e-01	-5.6668	1.31e-02	139948755	Ing3	inhibitor of growth family, member 3
ILMN_2700505	0.8771	7.25e-01	-3.62e-01	-5.6668	-8.20e-02	141801819	Tmem43	transmembrane protein 43
ILMN_2650094	0.87713	7.25e-01	-3.62e-01	-5.6668	-1.71e-02	6754489	Krtap12-1	keratin associated protein 12-1
ILMN_2683283	0.87713	7.25e-01	-3.61e-01	-5.6669	-2.86e-02	548923787	3830406C13Rik	RIKEN cDNA 3830406C13 gene
ILMN_2698239	0.87713	7.25e-01	3.61e-01	-5.6669	3.01e-02	283945602	Fam91a1	family with sequence similarity 91, member A1
ILMN_2941714	0.87713	7.25e-01	3.61e-01	-5.6669	2.18e-02	142387427	Upk3b	uroplakin 3B
ILMN_1240860	0.87713	7.25e-01	3.61e-01	-5.667	2.61e-02	268370087	Setd3	SET domain containing 3
ILMN_1246390	0.87713	7.25e-01	-3.61e-01	-5.667	-5.07e-02	165377213	Slc20a2	solute carrier family 20, member 2
ILMN_2485900	0.87741	7.26e-01	3.61e-01	-5.6671	1.91e-02	555290087	Ash2l	ash2 (absent, small, or homeotic)-like (Drosophila)
ILMN_2746075	0.87744	7.26e-01	-3.61e-01	-5.6672	-2.50e-02	76496488	Csnk1d	casein kinase 1, delta
ILMN_2660306	0.87744	7.26e-01	-3.61e-01	-5.6672	-1.82e-02	854292374	Dpm1	dolichol-phosphate (beta-D) mannosyltransferase 1
ILMN_2593225	0.87744	7.26e-01	3.60e-01	-5.6673	2.97e-02	170172587	Prx	periaxin
ILMN_1219025	0.87744	7.26e-01	-3.60e-01	-5.6673	-1.92e-02	157837987	Kazn	kazrin, periplakin interacting protein
ILMN_2744356	0.87744	7.26e-01	3.60e-01	-5.6673	4.60e-02	254939638	Rplp0	ribosomal protein, large, P0
ILMN_1256633	0.87744	7.26e-01	-3.60e-01	-5.6673	-8.80e-02	237649055	Pnp	purine-nucleoside phosphorylase
ILMN_2758120	0.87771	7.26e-01	-3.60e-01	-5.6674	-2.76e-02	34328118	Gabpa	GA repeat binding protein, alpha
ILMN_1245831	0.8779	7.27e-01	-3.60e-01	-5.6675	-6.35e-02	60218874	Abcd2	ATP-binding cassette, sub-family D (ALD), member 2
ILMN_2639981	0.87794	7.27e-01	-3.60e-01	-5.6676	-1.53e-02	113930719	Mrc2	mannose receptor, C type 2
ILMN_2681622	0.87795	7.27e-01	-3.59e-01	-5.6676	-6.80e-02	12963554	Nit2	nitrilase family, member 2
ILMN_2626383	0.87795	7.27e-01	-3.59e-01	-5.6676	-1.76e-02	661311575	Mpv17	MpV17 mitochondrial inner membrane protein
ILMN_3163476	0.87816	7.27e-01	-3.59e-01	-5.6677	-1.63e-02	237820643	Slc25a15	solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15
ILMN_2616755	0.87823	7.27e-01	3.59e-01	-5.6678	1.68e-02	119226254	Sp1	trans-acting transcription factor 1
ILMN_2615412	0.87869	7.28e-01	3.58e-01	-5.668	2.61e-02	157951662	Gng13	guanine nucleotide binding protein (G protein), gamma 13
ILMN_2713538	0.87869	7.28e-01	3.58e-01	-5.668	3.29e-02	283945461	Bmp1	bone morphogenetic protein 1
ILMN_1216412	0.87871	7.28e-01	3.58e-01	-5.6681	2.23e-02	145587103	Xrcc6	X-ray repair complementing defective repair in Chinese hamster cells 6
ILMN_1227277	0.8788	7.28e-01	3.58e-01	-5.6682	3.92e-02	557440861	Ccpg1	cell cycle progression 1
ILMN_2965563	0.8788	7.28e-01	3.58e-01	-5.6682	2.55e-02	289577129	Olfr1012	olfactory receptor 1012
ILMN_2625035	0.8788	7.28e-01	3.58e-01	-5.6683	1.77e-02	215598907	Sft2d2	SFT2 domain containing 2
ILMN_1257829	0.8788	7.28e-01	-3.58e-01	-5.6683	-2.42e-02	54262150	Rfng	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
ILMN_3034303	0.8788	7.28e-01	3.57e-01	-5.6683	2.16e-02	282165826	Cdhr2	cadherin-related family member 2
ILMN_2495289	0.8788	7.28e-01	-3.57e-01	-5.6683	-7.02e-02	7949136	Slc35b1	solute carrier family 35, member B1
ILMN_2630641	0.8788	7.28e-01	3.57e-01	-5.6683	3.31e-02	145966698	Srm	spermidine synthase
ILMN_2645662	0.8788	7.28e-01	-3.57e-01	-5.6684	-3.36e-02	146134955	Tmem86a	transmembrane protein 86A
ILMN_1221007	0.8788	7.28e-01	3.57e-01	-5.6684	5.36e-02	284005383	Prkd3	protein kinase D3
ILMN_2798753	0.8788	7.28e-01	-3.57e-01	-5.6684	-3.59e-02	240120092	Gnl2	guanine nucleotide binding protein-like 2 (nucleolar)
ILMN_1235902	0.8788	7.28e-01	-3.57e-01	-5.6684	-2.32e-02	254588130	Nfatc2ip	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 interacting protein
ILMN_3130403	0.8788	7.29e-01	-3.57e-01	-5.6684	-2.78e-02	549806804	Smagp	small cell adhesion glycoprotein
ILMN_1225727	0.8788	7.29e-01	-3.57e-01	-5.6685	-2.58e-02	952009232	Cma1	chymase 1, mast cell
ILMN_2796264	0.87886	7.29e-01	3.57e-01	-5.6686	1.69e-02	146141092	Iyd	iodotyrosine deiodinase
ILMN_2996561	0.87886	7.29e-01	-3.57e-01	-5.6686	-3.90e-02	312434020	Wls	wntless homolog (Drosophila)
ILMN_2757743	0.87886	7.29e-01	-3.57e-01	-5.6686	-4.27e-02	238814330	Cbfb	core binding factor beta
ILMN_1237280	0.87888	7.29e-01	-3.57e-01	-5.6686	-1.94e-02	115270982	Sgsh	N-sulfoglucosamine sulfohydrolase (sulfamidase)
ILMN_1254670	0.87899	7.29e-01	-3.56e-01	-5.6687	-1.88e-02	226958369	Ptcra	pre T cell antigen receptor alpha
ILMN_2880657	0.879	7.29e-01	3.56e-01	-5.6687	2.63e-02	162287338	Mia	melanoma inhibitory activity
ILMN_2745259	0.87911	7.29e-01	-3.56e-01	-5.6688	-4.30e-02	481026546	Emd	emerin
ILMN_2883164	0.87918	7.29e-01	3.56e-01	-5.6688	5.56e-02	229093415	Serpine2	serine (or cysteine) peptidase inhibitor, clade E, member 2
ILMN_2710819	0.87923	7.30e-01	-3.56e-01	-5.6689	-3.54e-02	NA		
ILMN_1259482	0.87923	7.30e-01	-3.56e-01	-5.6689	-4.52e-02	274321334	Pabpc1	poly(A) binding protein, cytoplasmic 1
ILMN_1241137	0.87923	7.30e-01	-3.56e-01	-5.6689	-3.20e-02	118130471	Taf6	TATA-box binding protein associated factor 6
ILMN_1221243	0.87949	7.30e-01	-3.55e-01	-5.6691	-5.40e-02	133892620	Rhobtb3	Rho-related BTB domain containing 3
ILMN_2622613	0.87949	7.30e-01	3.55e-01	-5.6691	2.01e-02	269308226	Acot4	acyl-CoA thioesterase 4
ILMN_2720640	0.87949	7.30e-01	-3.55e-01	-5.6691	-1.95e-02	262118229	Abca6	ATP-binding cassette, sub-family A (ABC1), member 6
ILMN_2678521	0.8799	7.30e-01	3.54e-01	-5.6693	5.40e-02	225903456	Gpr146	G protein-coupled receptor 146
ILMN_2835053	0.8799	7.30e-01	-3.54e-01	-5.6694	-2.06e-02	57977301	Cep44	centrosomal protein 44
ILMN_2589651	0.88015	7.31e-01	-3.54e-01	-5.6695	-2.44e-02	225637486	Anpep	alanyl (membrane) aminopeptidase
ILMN_1230043	0.88015	7.31e-01	-3.54e-01	-5.6695	-7.94e-02	254281338	Lrrc39	leucine rich repeat containing 39
ILMN_2864906	0.88015	7.31e-01	3.54e-01	-5.6695	1.80e-02	141803096	Ggct	gamma-glutamyl cyclotransferase
ILMN_2720083	0.88015	7.31e-01	3.54e-01	-5.6696	2.00e-02	1043523316	Bace2	beta-site APP-cleaving enzyme 2
ILMN_1230054	0.88016	7.31e-01	3.54e-01	-5.6696	2.41e-02	158749562	Bmt2	base methyltransferase of 25S rRNA 2
ILMN_2697304	0.88016	7.31e-01	3.54e-01	-5.6696	3.72e-02	921274072	Eln	elastin
ILMN_2661495	0.88016	7.31e-01	3.54e-01	-5.6696	2.12e-02	100817929	Tmem44	transmembrane protein 44
ILMN_1215096	0.88026	7.31e-01	3.53e-01	-5.6697	2.78e-02	554790248	Entpd5	ectonucleoside triphosphate diphosphohydrolase 5
ILMN_2647580	0.88049	7.32e-01	3.53e-01	-5.6699	1.73e-02	472235275	Grip1	glutamate receptor interacting protein 1
ILMN_2944765	0.88049	7.32e-01	-3.53e-01	-5.6699	-2.66e-02	295444833	Agps	alkylglycerone phosphate synthase
ILMN_2856926	0.88049	7.32e-01	-3.53e-01	-5.6699	-2.11e-02	225543295	Adgrg5	adhesion G protein-coupled receptor G5
ILMN_1214195	0.88049	7.32e-01	3.53e-01	-5.6699	1.71e-02	141803341	Gm648	predicted gene 648
ILMN_3136149	0.88052	7.32e-01	3.53e-01	-5.67	1.87e-02	408535184	Faim2	Fas apoptotic inhibitory molecule 2
ILMN_2701093	0.88052	7.32e-01	3.53e-01	-5.67	7.39e-02	111607495	Jak1	Janus kinase 1
ILMN_2803920	0.88052	7.32e-01	3.53e-01	-5.67	2.41e-02	6754583	Ly6d	lymphocyte antigen 6 complex, locus D
ILMN_2631144	0.8806	7.32e-01	-3.52e-01	-5.6701	-1.95e-02	294997331	Tor1a	torsin family 1, member A (torsin A)
ILMN_2703748	0.8806	7.32e-01	-3.52e-01	-5.6701	-4.31e-02	324021667	Luc7l	Luc7-like
ILMN_2694964	0.8806	7.32e-01	3.52e-01	-5.6702	2.29e-02	169234754	Hook3	hook microtubule tethering protein 3
ILMN_2691680	0.8806	7.32e-01	-3.52e-01	-5.6702	-2.61e-02	164518936	Cyp4a14	cytochrome P450, family 4, subfamily a, polypeptide 14
ILMN_2715664	0.8806	7.32e-01	-3.52e-01	-5.6702	-1.77e-02	86604723	Atf1	activating transcription factor 1
ILMN_2765513	0.8806	7.32e-01	-3.52e-01	-5.6703	-2.83e-02	595763409	Kif3a	kinesin family member 3A
ILMN_3153207	0.8806	7.33e-01	-3.52e-01	-5.6704	-6.95e-02	594191030	Lamp2	lysosomal-associated membrane protein 2
ILMN_2840091	0.8806	7.33e-01	-3.51e-01	-5.6704	-4.41e-02	133892814	Ugcg	UDP-glucose ceramide glucosyltransferase
ILMN_2706827	0.8806	7.33e-01	-3.51e-01	-5.6704	-4.64e-02	113722130	Setx	senataxin
ILMN_2895847	0.8806	7.33e-01	-3.51e-01	-5.6704	-2.21e-02	142363048	Mthfs	5, 10-methenyltetrahydrofolate synthetase
ILMN_2676634	0.8806	7.33e-01	-3.51e-01	-5.6704	-2.34e-02	229577433	Zfand2b	zinc finger, AN1 type domain 2B
ILMN_1243753	0.8806	7.33e-01	-3.51e-01	-5.6704	-2.66e-02	595763516	Trp53bp1	transformation related protein 53 binding protein 1
ILMN_2749556	0.8806	7.33e-01	-3.51e-01	-5.6704	-1.94e-02	167004326	Cdhr5	cadherin-related family member 5
ILMN_2618525	0.8806	7.33e-01	-3.51e-01	-5.6704	-1.57e-02	161086915	Camk2a	calcium/calmodulin-dependent protein kinase II alpha
ILMN_2764865	0.8806	7.33e-01	3.51e-01	-5.6705	3.13e-02	146149170	Oma1	OMA1 zinc metallopeptidase
ILMN_2416488	0.88066	7.33e-01	3.51e-01	-5.6705	2.15e-02	258613909	Usp37	ubiquitin specific peptidase 37
ILMN_2590950	0.88066	7.33e-01	-3.51e-01	-5.6705	-4.45e-02	116268116	Agtrap	angiotensin II, type I receptor-associated protein
ILMN_1246764	0.88066	7.33e-01	3.51e-01	-5.6706	1.86e-02	262205224	Fam122b	family with sequence similarity 122, member B
ILMN_2704855	0.88067	7.33e-01	3.51e-01	-5.6706	1.58e-02	146198670	Slc35d1	solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1
ILMN_2716346	0.8807	7.33e-01	3.51e-01	-5.6706	1.93e-02	268839332	Ccdc178	coiled coil domain containing 178
ILMN_2671767	0.8807	7.33e-01	-3.51e-01	-5.6707	-3.78e-02	142375735	Ift20	intraflagellar transport 20
ILMN_1236298	0.88074	7.33e-01	-3.51e-01	-5.6707	-2.04e-02	146198586	Exoc3l	exocyst complex component 3-like
ILMN_1216842	0.88088	7.33e-01	-3.50e-01	-5.6708	-3.35e-02	262050653	Aifm2	apoptosis-inducing factor, mitochondrion-associated 2
ILMN_3075712	0.88094	7.34e-01	-3.50e-01	-5.6708	-1.74e-02	51593083	Smarca2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
ILMN_1222516	0.88097	7.34e-01	-3.50e-01	-5.6709	-2.30e-02	595582183	Med8	mediator complex subunit 8
ILMN_2755888	0.88112	7.34e-01	-3.50e-01	-5.671	-2.32e-02	118130453	Crb3	crumbs family member 3
ILMN_2691493	0.88112	7.34e-01	3.50e-01	-5.671	4.87e-02	509155818	Sssca1	Sjogren's syndrome/scleroderma autoantigen 1 homolog (human)
ILMN_1251492	0.8814	7.34e-01	3.49e-01	-5.6711	2.18e-02	146149086	Krt75	keratin 75
ILMN_1216748	0.88142	7.34e-01	3.49e-01	-5.6712	1.87e-02	118129938	Nt5m	5',3'-nucleotidase, mitochondrial
ILMN_1216089	0.88142	7.34e-01	3.49e-01	-5.6712	2.33e-02	159032060	Acp1	acid phosphatase 1, soluble
ILMN_2616262	0.88142	7.34e-01	-3.49e-01	-5.6712	-6.28e-02	86476075	Pkig	protein kinase inhibitor, gamma
ILMN_2452102	0.88145	7.34e-01	3.49e-01	-5.6712	7.02e-02	133892795	Ucp3	uncoupling protein 3 (mitochondrial, proton carrier)
ILMN_2705460	0.88147	7.35e-01	3.49e-01	-5.6713	2.91e-02	545479129	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2
ILMN_1239578	0.88157	7.35e-01	-3.49e-01	-5.6713	-6.13e-02	226246609	Man2a1	mannosidase 2, alpha 1
ILMN_3107208	0.88157	7.35e-01	3.48e-01	-5.6714	2.17e-02	160333438	Ccdc93	coiled-coil domain containing 93
ILMN_1249467	0.88157	7.35e-01	-3.48e-01	-5.6714	-6.26e-02	65301470	Rap2c	RAP2C, member of RAS oncogene family
ILMN_2987854	0.88163	7.35e-01	-3.48e-01	-5.6715	-1.89e-02	118129938	Nt5m	5',3'-nucleotidase, mitochondrial
ILMN_2901056	0.88163	7.35e-01	-3.48e-01	-5.6715	-2.21e-02	165972312	Gtpbp6	GTP binding protein 6 (putative)
ILMN_1240839	0.88163	7.35e-01	3.48e-01	-5.6715	2.20e-02	142388699	Golt1a	golgi transport 1A
ILMN_3161652	0.88188	7.35e-01	-3.48e-01	-5.6717	-1.83e-02	324021655	Clec4a3	C-type lectin domain family 4, member a3
ILMN_1216142	0.88188	7.35e-01	-3.48e-01	-5.6717	-2.62e-02	90962989	Masp2	mannan-binding lectin serine peptidase 2
ILMN_2596970	0.88188	7.35e-01	-3.48e-01	-5.6717	-3.20e-02	328683454	Tmem39a	transmembrane protein 39a
ILMN_2666690	0.88191	7.35e-01	3.47e-01	-5.6717	2.03e-02	58761521	Cul7	cullin 7
ILMN_1230883	0.8822	7.36e-01	3.47e-01	-5.6719	2.29e-02	141802993	Pwp2	PWP2 periodic tryptophan protein homolog (yeast)
ILMN_2923864	0.88229	7.36e-01	-3.47e-01	-5.6719	-1.67e-02	802083929	Casp6	caspase 6
ILMN_1258376	0.88243	7.36e-01	3.47e-01	-5.672	2.39e-02	170295854	Kcnk6	potassium inwardly-rectifying channel, subfamily K, member 6
ILMN_2711754	0.88243	7.36e-01	3.46e-01	-5.6721	1.87e-02	612407778	Foxred1	FAD-dependent oxidoreductase domain containing 1
ILMN_3027751	0.88243	7.36e-01	-3.46e-01	-5.6721	-9.63e-02	78000153	Sorbs1	sorbin and SH3 domain containing 1
ILMN_1256528	0.88243	7.36e-01	3.46e-01	-5.6721	2.04e-02	260436960	Flywch2	FLYWCH family member 2
ILMN_2655184	0.88243	7.36e-01	-3.46e-01	-5.6721	-2.17e-02	313482821	Sult2a8	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 8
ILMN_2930660	0.88253	7.36e-01	3.46e-01	-5.6722	2.70e-02	38348583	BC061237	cDNA sequence BC061237
ILMN_2949632	0.88266	7.37e-01	3.46e-01	-5.6723	3.74e-02	227116344	Psmb2	proteasome (prosome, macropain) subunit, beta type 2
ILMN_2604975	0.88277	7.37e-01	-3.46e-01	-5.6723	-1.82e-02	118130706	Fmo2	flavin containing monooxygenase 2
ILMN_1254114	0.88277	7.37e-01	-3.46e-01	-5.6724	-1.89e-02	545746402	Artn	artemin
ILMN_2885922	0.88279	7.37e-01	3.46e-01	-5.6724	2.05e-02	218505828	Ptpn3	protein tyrosine phosphatase, non-receptor type 3
ILMN_2613851	0.88288	7.37e-01	3.45e-01	-5.6724	3.58e-02	67972643	Zfp654	zinc finger protein 654
ILMN_2646179	0.88302	7.37e-01	3.45e-01	-5.6725	2.21e-02	114158686	Patl2	protein associated with topoisomerase II homolog 2 (yeast)
ILMN_2716567	0.88317	7.37e-01	-3.45e-01	-5.6726	-3.82e-02	159032047	Bnip3l	BCL2/adenovirus E1B interacting protein 3-like
ILMN_3150922	0.88317	7.38e-01	-3.45e-01	-5.6727	-1.80e-02	34610226	Foxo6	forkhead box O6
ILMN_2828677	0.88317	7.38e-01	3.45e-01	-5.6727	2.39e-02	312261228	Lgals8	lectin, galactose binding, soluble 8
ILMN_3089834	0.88317	7.38e-01	3.45e-01	-5.6727	1.51e-02	554506495	Eya3	EYA transcriptional coactivator and phosphatase 3
