ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_2838382	0.92909	7.93e-01	-0.2693483	-6.03748	-0.01484612	268370073	Ankrd7	ankyrin repeat domain 7
ILMN_1213981	0.92909	7.93e-01	-0.2692469	-6.03751	-0.01701254	187960080	Mbd4	methyl-CpG binding domain protein 4
ILMN_2982316	0.92909	7.93e-01	-0.2691448	-6.03754	-0.01519122	254553413	Zcwpw1	zinc finger, CW type with PWWP domain 1
ILMN_1235932	0.92909	7.93e-01	-0.2690484	-6.03757	-0.05936138	134032049	Pdgfra	platelet derived growth factor receptor, alpha polypeptide
ILMN_1214498	0.92909	7.93e-01	0.2690118	-6.03758	0.03207114	254939514	Cyp2d22	cytochrome P450, family 2, subfamily d, polypeptide 22
ILMN_3127932	0.92909	7.94e-01	-0.2687754	-6.03764	-0.06483513	560186590	Dram2	DNA-damage regulated autophagy modulator 2
ILMN_2901312	0.92909	7.94e-01	0.2686592	-6.03768	0.01720797	260763927	Anapc2	anaphase promoting complex subunit 2
ILMN_2941033	0.92909	7.94e-01	0.2686474	-6.03768	0.02921411	226494206	Papolg	poly(A) polymerase gamma
ILMN_2597249	0.92909	7.94e-01	0.268618	-6.03769	0.01724573	66932951	Abcb9	ATP-binding cassette, sub-family B (MDR/TAP), member 9
ILMN_2737163	0.92909	7.94e-01	-0.2686119	-6.03769	-0.03362038	118130480	Sqle	squalene epoxidase
ILMN_2705331	0.92909	7.94e-01	-0.2685762	-6.0377	-0.01482757	255003774	Dus3l	dihydrouridine synthase 3-like (S. cerevisiae)
ILMN_2773880	0.92909	7.94e-01	-0.2684973	-6.03772	-0.01790663	228480231	Snrpa1	small nuclear ribonucleoprotein polypeptide A'
ILMN_2704177	0.92909	7.94e-01	0.2684858	-6.03772	0.01929426	126517496	Stx6	syntaxin 6
ILMN_1217061	0.92913	7.94e-01	-0.2682918	-6.03778	-0.03186898	485050362	Casp9	caspase 9
ILMN_2636663	0.92913	7.94e-01	0.2682094	-6.0378	0.01645726	141801660	Ubqln3	ubiquilin 3
ILMN_1236613	0.92913	7.94e-01	-0.2681656	-6.03781	-0.01720649	168480119	Rictor	RPTOR independent companion of MTOR, complex 2
ILMN_2519789	0.92913	7.94e-01	0.2680477	-6.03785	0.02955166	119120796	Zfp101	zinc finger protein 101
ILMN_2851875	0.92913	7.94e-01	-0.2677551	-6.03793	-0.04230183	329664955	Actr3	ARP3 actin-related protein 3
ILMN_2705217	0.92913	7.94e-01	-0.2676933	-6.03794	-0.01303313	939320329	Bmp6	bone morphogenetic protein 6
ILMN_3034121	0.92913	7.95e-01	0.2675255	-6.03799	0.01880855	550544191	Mapt	microtubule-associated protein tau
ILMN_1242531	0.92913	7.95e-01	-0.2674267	-6.03802	-0.02352372	698980022	March8	membrane-associated ring finger (C3HC4) 8
ILMN_1237963	0.92913	7.95e-01	-0.2673123	-6.03805	-0.01455875	188528711	Alg8	asparagine-linked glycosylation 8 (alpha-1,3-glucosyltransferase)
ILMN_1213763	0.92913	7.95e-01	-0.2672979	-6.03805	-0.01256536	119943137	Pld5	phospholipase D family, member 5
ILMN_2727893	0.92913	7.95e-01	0.2672913	-6.03805	0.02818581	118129850	Ilkap	integrin-linked kinase-associated serine/threonine phosphatase 2C
ILMN_2726850	0.92913	7.95e-01	-0.2672147	-6.03808	-0.01208513	291045221	Tacr1	tachykinin receptor 1
ILMN_1221820	0.92913	7.95e-01	0.2671472	-6.03809	0.02004668	141802450	Fcmr	Fc fragment of IgM receptor
ILMN_2460179	0.92913	7.95e-01	0.2671289	-6.0381	0.0142587	274326711	Tph2	tryptophan hydroxylase 2
ILMN_1213947	0.92913	7.95e-01	0.2670021	-6.03813	0.01847612	146198678	Slc25a24	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24
ILMN_3152137	0.92913	7.95e-01	-0.2669288	-6.03816	-0.01956498	84875529	Tom1l2	target of myb1-like 2 (chicken)
ILMN_2904080	0.92913	7.95e-01	0.2668379	-6.03818	0.01568888	562153984	Nup98	nucleoporin 98
ILMN_1243149	0.92913	7.95e-01	0.2667972	-6.03819	0.02336646	146149181	Atp6v0b	ATPase, H+ transporting, lysosomal V0 subunit B
ILMN_3141048	0.92913	7.95e-01	0.2667769	-6.0382	0.06475144	110735409	Sepp1	selenoprotein P, plasma, 1
ILMN_2809334	0.92913	7.95e-01	-0.2667487	-6.0382	-0.01954575	594140602	Zfp37	zinc finger protein 37
ILMN_1260212	0.92913	7.95e-01	-0.2667154	-6.03821	-0.01180092	226246555	Nkx2-1	NK2 homeobox 1
ILMN_2588663	0.92931	7.95e-01	-0.2664209	-6.0383	-0.01298745	118130624	Txndc11	thioredoxin domain containing 11
ILMN_1244776	0.92932	7.95e-01	-0.2663283	-6.03832	-0.05372557	118129857	Snrpd3	small nuclear ribonucleoprotein D3
ILMN_2842859	0.92945	7.96e-01	-0.266019	-6.03841	-0.02019963	924181947	Cdk5rap2	CDK5 regulatory subunit associated protein 2
ILMN_2873319	0.92945	7.96e-01	-0.2660174	-6.03841	-0.06253542	31543132	Lypla1	lysophospholipase 1
ILMN_1234901	0.92945	7.96e-01	0.2658719	-6.03845	0.0175663	142363495	Echdc3	enoyl Coenzyme A hydratase domain containing 3
ILMN_1226372	0.92945	7.96e-01	-0.2658107	-6.03846	-0.02147384	257153327	Rffl	ring finger and FYVE like domain containing protein
ILMN_2755888	0.92945	7.96e-01	0.2657676	-6.03848	0.01516844	118130453	Crb3	crumbs family member 3
ILMN_2972478	0.92973	7.96e-01	0.2653734	-6.03858	0.01304106	56699424	Nlgn2	neuroligin 2
ILMN_2607529	0.92974	7.96e-01	0.2652792	-6.03861	0.02312121	111185901	Nr2f1	nuclear receptor subfamily 2, group F, member 1
ILMN_1234340	0.92981	7.96e-01	0.2651122	-6.03866	0.01057955	597517883	Snph	syntaphilin
ILMN_3091416	0.92984	7.96e-01	0.2650001	-6.03869	0.01437767	224994181	Prom2	prominin 2
ILMN_2701207	0.92999	7.97e-01	0.2647426	-6.03876	0.0208879	133891762	Tma16	translation machinery associated 16
ILMN_2742928	0.93024	7.97e-01	-0.2643082	-6.03888	-0.01152717	564473392	Fxyd5	FXYD domain-containing ion transport regulator 5
ILMN_1244030	0.93024	7.97e-01	-0.2640646	-6.03894	-0.01409169	134254441	Naa60	N(alpha)-acetyltransferase 60, NatF catalytic subunit
ILMN_2703657	0.93024	7.97e-01	-0.264035	-6.03895	-0.05635683	575771934	Dld	dihydrolipoamide dehydrogenase
ILMN_1246690	0.93024	7.97e-01	-0.2638145	-6.03901	-0.01157967	292781752	Cpa3	carboxypeptidase A3, mast cell
ILMN_2664788	0.93024	7.97e-01	-0.263749	-6.03903	-0.01917973	894216160	Cypt3	cysteine-rich perinuclear theca 3
ILMN_2596903	0.93024	7.97e-01	0.2637369	-6.03903	0.01251342	119433662	Luzp1	leucine zipper protein 1
ILMN_2725835	0.93024	7.97e-01	-0.2637074	-6.03904	-0.0357336	258613924	Ptp4a2	protein tyrosine phosphatase 4a2
ILMN_2794342	0.93024	7.97e-01	-0.2637061	-6.03904	-0.02124422	118131160	Pmp2	peripheral myelin protein 2
ILMN_1240871	0.93024	7.97e-01	0.2636884	-6.03905	0.02428883	118130283	Spryd4	SPRY domain containing 4
ILMN_2643049	0.93024	7.97e-01	-0.2636056	-6.03907	-0.01351421	255522961	Chst8	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8
ILMN_2817714	0.93024	7.98e-01	-0.2635109	-6.03909	-0.0235985	270133059	Tspan17	tetraspanin 17
ILMN_2685873	0.93024	7.98e-01	0.2634442	-6.03911	0.01451079	110815803	Dcaf10	DDB1 and CUL4 associated factor 10
ILMN_3002011	0.93024	7.98e-01	0.2633925	-6.03913	0.03579338	254540217	Cox18	cytochrome c oxidase assembly protein 18
ILMN_2882820	0.93071	7.98e-01	-0.2626934	-6.03932	-0.01865455	118130438	Oraov1	oral cancer overexpressed 1
ILMN_1256989	0.93071	7.98e-01	0.2626901	-6.03932	0.0169284	918747543	Hist1h4j	histone cluster 1, H4j
ILMN_1243875	0.93082	7.98e-01	-0.2624358	-6.03939	-0.02354732	268607614	Suv420h1	suppressor of variegation 4-20 homolog 1 (Drosophila)
ILMN_2668436	0.93082	7.98e-01	0.2623991	-6.0394	0.01339427	449020135	Cenpk	centromere protein K
ILMN_2716247	0.93093	7.99e-01	-0.2621888	-6.03945	-0.0228258	225703038	Fastkd5	FAST kinase domains 5
ILMN_1227763	0.93107	7.99e-01	0.2619518	-6.03952	0.0103291	125656151	Tmprss6	transmembrane serine protease 6
ILMN_2707652	0.93126	7.99e-01	0.2616512	-6.0396	0.01668172	22128746	Olfr578	olfactory receptor 578
ILMN_1225494	0.93127	7.99e-01	0.2615296	-6.03963	0.01976612	282165728	Epdr1	ependymin related protein 1 (zebrafish)
ILMN_2794258	0.93127	7.99e-01	0.2614685	-6.03965	0.01260958	575771754	Mpv17l	Mpv17 transgene, kidney disease mutant-like
ILMN_2426965	0.93127	7.99e-01	-0.2613861	-6.03967	-0.1326092	359279902	Tpm3	tropomyosin 3, gamma
ILMN_2781611	0.9313	7.99e-01	0.2612764	-6.0397	0.01567903	118130501	Piwil1	piwi-like RNA-mediated gene silencing 1
ILMN_3161819	0.93148	7.99e-01	0.2609348	-6.03979	0.01560523	85702180	Ccdc160	coiled-coil domain containing 160
ILMN_2705349	0.93148	7.99e-01	-0.2608974	-6.0398	-0.02289082	118130095	Nipa1	non imprinted in Prader-Willi/Angelman syndrome 1 homolog (human)
ILMN_2783438	0.93149	8.00e-01	-0.2608065	-6.03983	-0.01610762	133778957	Dcp1a	decapping mRNA 1A
ILMN_2877059	0.93158	8.00e-01	0.260622	-6.03988	0.0254767	NA		
ILMN_1237003	0.93164	8.00e-01	0.2604742	-6.03992	0.01653606	39812155	Slu7	SLU7 splicing factor homolog (S. cerevisiae)
ILMN_2924030	0.93165	8.00e-01	-0.2603322	-6.03996	-0.03756124	225637530	Eif3f	eukaryotic translation initiation factor 3, subunit F
ILMN_3054283	0.93165	8.00e-01	-0.2602934	-6.03997	-0.01775687	114842411	Adam1b	a disintegrin and metallopeptidase domain 1b
ILMN_1222177	0.9317	8.00e-01	-0.2601606	-6.04	-0.01588234	87239987	Pnkd	paroxysmal nonkinesiogenic dyskinesia
ILMN_2646230	0.93173	8.00e-01	0.2600199	-6.04004	0.03429553	256985202	Dap3	death associated protein 3
ILMN_2697390	0.93173	8.00e-01	-0.2599441	-6.04006	-0.06484424	118131049	Oxr1	oxidation resistance 1
ILMN_1253677	0.93173	8.00e-01	0.2598776	-6.04008	0.01202453	167234432	Eml4	echinoderm microtubule associated protein like 4
ILMN_1228048	0.932	8.01e-01	0.2594838	-6.04018	0.01949676	113930739	Zfp868	zinc finger protein 868
ILMN_2748384	0.93211	8.01e-01	0.2592797	-6.04024	0.02769076	225579112	Zfp710	zinc finger protein 710
ILMN_2919377	0.93211	8.01e-01	-0.259195	-6.04026	-0.01440946	255522936	Ctrb1	chymotrypsinogen B1
ILMN_2935012	0.93287	8.02e-01	0.2581006	-6.04056	0.01743128	161016798	Anxa4	annexin A4
ILMN_3021142	0.93287	8.02e-01	0.2580886	-6.04056	0.0139747	554790270	Pebp4	phosphatidylethanolamine binding protein 4
ILMN_2625458	0.93287	8.02e-01	0.2580517	-6.04057	0.06791213	300069032	Pdlim5	PDZ and LIM domain 5
ILMN_2743593	0.93287	8.02e-01	-0.2579426	-6.0406	-0.014832	111185886	Zmat1	zinc finger, matrin type 1
ILMN_2681289	0.93287	8.02e-01	-0.2579161	-6.04061	-0.01858786	227908838	Plod1	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1
ILMN_1253323	0.93287	8.02e-01	0.2578081	-6.04063	0.02745801	1042376827	Ept1	ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific)
ILMN_2691567	0.93287	8.02e-01	-0.2577483	-6.04065	-0.01401163	342349350	Hyi	hydroxypyruvate isomerase (putative)
ILMN_1242435	0.93291	8.02e-01	0.2576258	-6.04068	0.02452584	295849287	Slc38a9	solute carrier family 38, member 9
ILMN_2618996	0.93294	8.02e-01	0.2575047	-6.04071	0.01712785	7305030	Epb41l3	erythrocyte membrane protein band 4.1 like 3
ILMN_2613303	0.93299	8.02e-01	0.2573075	-6.04077	0.01377344	575771788	Brd8	bromodomain containing 8
ILMN_2706803	0.93299	8.02e-01	0.257283	-6.04077	0.02120792	459642353	Crlf3	cytokine receptor-like factor 3
ILMN_2639155	0.93321	8.03e-01	-0.256877	-6.04088	-0.03388128	254826749	Prcp	prolylcarboxypeptidase (angiotensinase C)
ILMN_2819496	0.93321	8.03e-01	0.2568711	-6.04088	0.01283364	269973932	Lingo3	leucine rich repeat and Ig domain containing 3
ILMN_3100276	0.93321	8.03e-01	-0.2567884	-6.04091	-0.02423071	27532958	Aldh1l1	aldehyde dehydrogenase 1 family, member L1
ILMN_2757006	0.93379	8.03e-01	-0.2558398	-6.04116	-0.02228407	269308210	Mau2	MAU2 sister chromatid cohesion factor
ILMN_3140091	0.93379	8.03e-01	0.2557139	-6.04119	0.01726648	66932979	Crls1	cardiolipin synthase 1
ILMN_2670172	0.93379	8.03e-01	-0.2557036	-6.04119	-0.01569802	930588917	Itga5	integrin alpha 5 (fibronectin receptor alpha)
ILMN_2679755	0.93379	8.03e-01	0.2556733	-6.0412	0.04179767	146149067	Thoc5	THO complex 5
ILMN_2614540	0.93379	8.04e-01	-0.2555313	-6.04124	-0.0141961	226958459	Poli	polymerase (DNA directed), iota
ILMN_1241695	0.93379	8.04e-01	0.2555141	-6.04124	0.02206209	119637843	Ms4a6d	membrane-spanning 4-domains, subfamily A, member 6D
ILMN_2426853	0.93379	8.04e-01	0.2553261	-6.04129	0.01437176	270309144	Ubd	ubiquitin D
ILMN_1214631	0.93379	8.04e-01	0.2553236	-6.04129	0.01712037	124244099	Coq8b	coenzyme Q8B
ILMN_2685125	0.93379	8.04e-01	0.2552675	-6.04131	0.02758724	599044043	Derl2	Der1-like domain family, member 2
ILMN_2707865	0.93379	8.04e-01	0.2551729	-6.04133	0.01010587	285402707	Epsti1	epithelial stromal interaction 1 (breast)
ILMN_2918742	0.93379	8.04e-01	0.2551328	-6.04134	0.01478166	56090232	Best3	bestrophin 3
ILMN_1246216	0.93379	8.04e-01	-0.2550568	-6.04137	-0.02077802	597517930	Foxa2	forkhead box A2
ILMN_2689785	0.93379	8.04e-01	-0.2550522	-6.04137	-0.01589326	NA		
ILMN_2809571	0.93385	8.04e-01	-0.2549047	-6.04141	-0.01550318	160333911	Tmem136	transmembrane protein 136
ILMN_1254813	0.93408	8.04e-01	0.2545499	-6.0415	0.01245267	142374909	Umps	uridine monophosphate synthetase
ILMN_2712976	0.93419	8.04e-01	-0.2543004	-6.04156	-0.01643758	79750941	Slc18a1	solute carrier family 18 (vesicular monoamine), member 1
ILMN_1216211	0.93419	8.05e-01	0.2540935	-6.04162	0.04140222	141802643	Psmd12	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12
ILMN_2759868	0.93419	8.05e-01	-0.2540837	-6.04162	-0.01407966	50845429	R3hdm1	R3H domain containing 1
ILMN_2673790	0.93419	8.05e-01	0.2539585	-6.04165	0.01670629	142385577	Wdpcp	WD repeat containing planar cell polarity effector
ILMN_2686883	0.93419	8.05e-01	-0.2539366	-6.04166	-0.02185779	145966786	Gnaq	guanine nucleotide binding protein, alpha q polypeptide
ILMN_1229990	0.93419	8.05e-01	-0.2539348	-6.04166	-0.02083334	254675330	Etnppl	ethanolamine phosphate phospholyase
ILMN_1249242	0.93422	8.05e-01	-0.25377	-6.0417	-0.03285918	158508453	Dnajc2	DnaJ heat shock protein family (Hsp40) member C2
ILMN_1245354	0.93422	8.05e-01	-0.2537185	-6.04172	-0.01152596	595582188	Tlr7	toll-like receptor 7
ILMN_2761594	0.93422	8.05e-01	0.2536592	-6.04173	0.07251579	133893062	Cirbp	cold inducible RNA binding protein
ILMN_1237049	0.93423	8.05e-01	0.2535562	-6.04176	0.03082489	142363411	Dpcd	deleted in primary ciliary dyskinesia
ILMN_2912410	0.93458	8.05e-01	-0.2530817	-6.04189	-0.01674169	808688257	Cutal	cutA divalent cation tolerance homolog-like
ILMN_3141334	0.93484	8.06e-01	-0.2526513	-6.042	-0.01363978	124378013	Syt11	synaptotagmin XI
ILMN_3042324	0.93484	8.06e-01	0.2526177	-6.04201	0.01058664	226491040	Cpsf6	cleavage and polyadenylation specific factor 6
ILMN_2720674	0.93484	8.06e-01	-0.2525275	-6.04203	-0.01766278	40254328	Stard5	StAR-related lipid transfer (START) domain containing 5
ILMN_2954868	0.93492	8.06e-01	0.2523369	-6.04208	0.02787408	134053897	Oasl2	2'-5' oligoadenylate synthetase-like 2
ILMN_3160529	0.93492	8.06e-01	0.2522699	-6.0421	0.02397144	922959943	Gtf3c3	general transcription factor IIIC, polypeptide 3
ILMN_1230545	0.935	8.06e-01	0.2520294	-6.04216	0.02630556	148747451	Mob1a	MOB kinase activator 1A
ILMN_2666297	0.935	8.06e-01	0.2520235	-6.04216	0.03450824	257467585	Map10	microtubule-associated protein 10
ILMN_2621882	0.93504	8.06e-01	-0.2518934	-6.0422	-0.03364861	237757305	Lamtor4	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4
ILMN_1230730	0.93505	8.06e-01	-0.2518009	-6.04222	-0.04849047	405113038	Ate1	arginyltransferase 1
ILMN_1255834	0.9351	8.07e-01	0.2515244	-6.04229	0.02662267	237649063	Stk17b	serine/threonine kinase 17b (apoptosis-inducing)
ILMN_2764865	0.9351	8.07e-01	-0.2514976	-6.0423	-0.02057779	146149170	Oma1	OMA1 zinc metallopeptidase
ILMN_1215849	0.9351	8.07e-01	0.2514944	-6.0423	0.03941765	31542570	Dpp8	dipeptidylpeptidase 8
ILMN_2732696	0.93511	8.07e-01	-0.2513799	-6.04233	-0.02327808	144922633	Lrrc29	leucine rich repeat containing 29
ILMN_1241211	0.93511	8.07e-01	0.2513143	-6.04235	0.02286319	240120171	Gucy1a3	guanylate cyclase 1, soluble, alpha 3
ILMN_2604560	0.93516	8.07e-01	-0.251181	-6.04238	-0.01457234	261862330	Rnf139	ring finger protein 139
ILMN_3051466	0.93531	8.07e-01	-0.2509245	-6.04245	-0.02034948	689972356	Ikzf1	IKAROS family zinc finger 1
ILMN_2985282	0.93546	8.07e-01	-0.2506486	-6.04252	-0.03284497	413082094	Eci2	enoyl-Coenzyme A delta isomerase 2
ILMN_2871262	0.93546	8.07e-01	0.2505811	-6.04254	0.06834669	927227670	Bcap31	B cell receptor associated protein 31
ILMN_2859453	0.93546	8.07e-01	0.2504471	-6.04257	0.01671663	83423517	Kcnh6	potassium voltage-gated channel, subfamily H (eag-related), member 6
ILMN_2634157	0.93546	8.07e-01	-0.2502579	-6.04262	-0.03793283	67972643	Zfp654	zinc finger protein 654
ILMN_2685079	0.93546	8.08e-01	-0.2501091	-6.04266	-0.0239416	76880488	Rabgap1	RAB GTPase activating protein 1
ILMN_2650094	0.93546	8.08e-01	0.2500675	-6.04267	0.01888201	6754489	Krtap12-1	keratin associated protein 12-1
ILMN_2605031	0.93546	8.08e-01	0.2500482	-6.04268	0.02624238	NA		
ILMN_1251109	0.93546	8.08e-01	-0.2500342	-6.04268	-0.01549885	146149102	Slc25a45	solute carrier family 25, member 45
ILMN_1241333	0.93546	8.08e-01	0.2498297	-6.04273	0.01568761	117414163	Tm7sf2	transmembrane 7 superfamily member 2
ILMN_2653543	0.93546	8.08e-01	-0.2497051	-6.04276	-0.01361216	583966066	Egr3	early growth response 3
ILMN_1217761	0.93546	8.08e-01	-0.2497037	-6.04277	-0.01569811	253970491	Rab40b	Rab40B, member RAS oncogene family
ILMN_2981821	0.93546	8.08e-01	0.2496975	-6.04277	0.01903551	142363373	Mrps7	mitchondrial ribosomal protein S7
ILMN_2744036	0.93546	8.08e-01	-0.2496392	-6.04278	-0.01666676	188497649	Mlec	malectin
ILMN_2873131	0.93546	8.08e-01	-0.2494407	-6.04283	-0.01495764	71480149	Trp53i11	transformation related protein 53 inducible protein 11
ILMN_2970685	0.93546	8.08e-01	-0.2494258	-6.04284	-0.02926734	158508640	Ppie	peptidylprolyl isomerase E (cyclophilin E)
ILMN_2623776	0.93546	8.08e-01	-0.2493311	-6.04286	-0.01115167	409264623	Eps8	epidermal growth factor receptor pathway substrate 8
ILMN_1236522	0.93546	8.08e-01	0.2492027	-6.04289	0.03166103	113680351	Cbr1	carbonyl reductase 1
ILMN_3009738	0.93546	8.08e-01	-0.2492027	-6.04289	-0.03239605	139948378	1600012H06Rik	RIKEN cDNA 1600012H06 gene
ILMN_2815024	0.93546	8.08e-01	-0.2491518	-6.04291	-0.02727564	357933608	Fut8	fucosyltransferase 8
ILMN_1237021	0.93546	8.08e-01	-0.2491065	-6.04292	-0.01559643	118130141	Mag	myelin-associated glycoprotein
ILMN_2709839	0.93564	8.09e-01	0.248769	-6.04301	0.01498798	NA		
ILMN_2722623	0.93564	8.09e-01	-0.2486971	-6.04303	-0.02047771	21553114	Slc25a28	solute carrier family 25, member 28
ILMN_3121255	0.93564	8.09e-01	0.248651	-6.04304	0.0394131	160358798	Vegfa	vascular endothelial growth factor A
ILMN_3127178	0.93566	8.09e-01	-0.2485473	-6.04306	-0.01348533	344313203	Pou2f1	POU domain, class 2, transcription factor 1
ILMN_2705131	0.9357	8.09e-01	-0.2484237	-6.0431	-0.0468111	20532341	Bloc1s5	biogenesis of lysosomal organelles complex-1, subunit 5, muted
ILMN_2656021	0.93581	8.09e-01	-0.2482123	-6.04315	-0.01285449	254692961	Osbpl3	oxysterol binding protein-like 3
ILMN_2673099	0.93582	8.09e-01	0.2479642	-6.04321	0.01337375	313482871	AI987944	expressed sequence AI987944
ILMN_2662990	0.93582	8.09e-01	-0.247959	-6.04322	-0.01641716	41235769	Xkr8	X-linked Kx blood group related 8
ILMN_2944413	0.93582	8.09e-01	0.2479563	-6.04322	0.03503258	145864492	Akap7	A kinase (PRKA) anchor protein 7
ILMN_1224614	0.93588	8.09e-01	-0.247746	-6.04327	-0.02546765	142351139	Ddx50	DEAD (Asp-Glu-Ala-Asp) box polypeptide 50
ILMN_1242688	0.93588	8.09e-01	0.2477177	-6.04328	0.012692	114052441	Mink1	misshapen-like kinase 1 (zebrafish)
ILMN_1241293	0.93618	8.10e-01	0.2472905	-6.04339	0.06629158	NA		
ILMN_2594149	0.93625	8.10e-01	0.2471293	-6.04343	0.03368698	228008306	Sdhc	succinate dehydrogenase complex, subunit C, integral membrane protein
ILMN_2665387	0.9363	8.10e-01	0.2469928	-6.04346	0.02366557	142365603	Coro1c	coronin, actin binding protein 1C
ILMN_2624862	0.93638	8.10e-01	-0.2465185	-6.04358	-0.01937978	118130630	Rap2a	RAS related protein 2a
ILMN_2741737	0.93638	8.10e-01	0.2465083	-6.04359	0.02228501	119637811	Desi2	desumoylating isopeptidase 2
ILMN_2593815	0.93638	8.10e-01	0.2464019	-6.04361	0.01630222	40254253	Sdk2	sidekick cell adhesion molecule 2
ILMN_3053203	0.93638	8.10e-01	0.2463932	-6.04362	0.01590214	557129011	Mon1b	MON1 homolog B, secretory traffciking associated
ILMN_2588053	0.93638	8.11e-01	0.2459878	-6.04372	0.07459354	NA		
ILMN_1225615	0.93638	8.11e-01	-0.2459479	-6.04373	-0.02034111	158186668	Srrt	serrate RNA effector molecule homolog (Arabidopsis)
ILMN_2681906	0.93638	8.11e-01	-0.2458803	-6.04375	-0.01948178	226823358	Copa	coatomer protein complex subunit alpha
ILMN_1237089	0.93638	8.11e-01	0.2458454	-6.04376	0.05629186	654823457	Ganab	alpha glucosidase 2 alpha neutral subunit
ILMN_2766580	0.93638	8.11e-01	-0.2458428	-6.04376	-0.01916045	158508483	Emc8	ER membrane protein complex subunit 8
ILMN_2599667	0.93638	8.11e-01	-0.2458373	-6.04376	-0.01147378	163644297	Ap4m1	adaptor-related protein complex AP-4, mu 1
ILMN_2690441	0.93638	8.11e-01	-0.2458144	-6.04376	-0.02288096	22122568	Tfb1m	transcription factor B1, mitochondrial
ILMN_2984591	0.93638	8.11e-01	-0.2455874	-6.04382	-0.01591972	153791365	AA792892	expressed sequence AA792892
ILMN_1213564	0.93638	8.11e-01	0.2455273	-6.04384	0.0105609	270309119	Vmn2r42	vomeronasal 2, receptor 42
ILMN_2669714	0.93638	8.11e-01	0.2455243	-6.04384	0.04660663	84042526	Pltp	phospholipid transfer protein
ILMN_2797642	0.93638	8.11e-01	-0.2455081	-6.04384	-0.01439967	295389520	Ncaph	non-SMC condensin I complex, subunit H
ILMN_1232272	0.93638	8.11e-01	0.2454789	-6.04385	0.02598447	145864487	Gmppa	GDP-mannose pyrophosphorylase A
ILMN_3001417	0.93638	8.11e-01	0.2454373	-6.04386	0.06004257	117938323	Alpk3	alpha-kinase 3
ILMN_2787844	0.93638	8.11e-01	-0.2453946	-6.04387	-0.02164964	213385300	Serinc3	serine incorporator 3
ILMN_1237265	0.93638	8.11e-01	0.2451889	-6.04392	0.03761237	290563139	Mrpl28	mitochondrial ribosomal protein L28
ILMN_1243170	0.93638	8.11e-01	-0.2450723	-6.04395	-0.01694703	141801778	Ubiad1	UbiA prenyltransferase domain containing 1
ILMN_1253134	0.93638	8.11e-01	0.2449985	-6.04397	0.01521882	227908789	Unc45a	unc-45 myosin chaperone A
ILMN_1219564	0.93638	8.11e-01	0.2449232	-6.04399	0.02396938	146134911	Larp6	La ribonucleoprotein domain family, member 6
ILMN_2462762	0.93638	8.12e-01	0.2448668	-6.04401	0.02533572	124286863	Wbp4	WW domain binding protein 4
ILMN_2520748	0.93638	8.12e-01	0.2447517	-6.04403	0.01553449	697272172	Zkscan6	zinc finger with KRAB and SCAN domains 6
ILMN_2883500	0.93638	8.12e-01	0.2446145	-6.04407	0.01257321	142377100	Gm11541	predicted gene 11541
ILMN_2698107	0.93638	8.12e-01	-0.2445953	-6.04407	-0.02910039	158631224	Eif1a	eukaryotic translation initiation factor 1A
ILMN_2594807	0.93638	8.12e-01	0.244538	-6.04409	0.03991802	560879446	4933434E20Rik	RIKEN cDNA 4933434E20 gene
ILMN_2588671	0.93638	8.12e-01	0.2445299	-6.04409	0.01184785	459447363	Add3	adducin 3 (gamma)
ILMN_1259683	0.93638	8.12e-01	-0.2443168	-6.04414	-0.02886101	294459957	Dusp11	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)
ILMN_2689560	0.93638	8.12e-01	-0.2442974	-6.04415	-0.03036798	111160870	Exoc8	exocyst complex component 8
ILMN_2734549	0.93638	8.12e-01	0.2442846	-6.04415	0.01308946	557440728	Fbxl12	F-box and leucine-rich repeat protein 12
ILMN_1227675	0.93638	8.12e-01	-0.2441058	-6.0442	-0.01579315	226958330	Slc4a1	solute carrier family 4 (anion exchanger), member 1
ILMN_1239653	0.93638	8.12e-01	-0.2440851	-6.0442	-0.01239619	295293086	Clcc1	chloride channel CLIC-like 1
ILMN_2588771	0.93638	8.12e-01	0.2440286	-6.04422	0.01311077	255683410	Fbxl8	F-box and leucine-rich repeat protein 8
ILMN_2954195	0.93638	8.12e-01	0.2440173	-6.04422	0.03039083	118130697	Scyl1	SCY1-like 1 (S. cerevisiae)
ILMN_2516705	0.93639	8.12e-01	-0.2439066	-6.04425	-0.0149395	567757567	Upb1	ureidopropionase, beta
ILMN_2879858	0.93639	8.12e-01	-0.2437957	-6.04428	-0.03471203	23956079	Prkx	protein kinase, X-linked
ILMN_1242042	0.93639	8.12e-01	-0.2436566	-6.04431	-0.01561607	282721108	Zfp398	zinc finger protein 398
ILMN_2704257	0.93639	8.12e-01	-0.2436464	-6.04431	-0.04188741	117320553	Reln	reelin
